Local authority,Library name,Event date,Name,Main outcome,Secondary outcome,Attendees,Adult Attendees,Child Attendees,Charge
Barnet,Childs Hill,2019-10-09,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,14,7,7,0.0
Barnet,Chipping Barnet,2019-10-09,Author Talk (adult),Cultural and creative enrichment,Stronger more resilient communities,33,31,2,0.0
Barnet,Colindale,2019-10-09,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-10-09,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,34,4,30,0.0
Barnet,Colindale,2019-10-09,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,24,13,11,3.5
Barnet,Colindale,2019-10-09,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,26,13,13,3.5
Barnet,Finchley Church End,2019-10-09,Scrabble,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Finchley Church End,2019-10-09,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Hendon,2019-10-09,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,15,7,8,0.0
Barnet,Mill Hill,2019-10-09,Other adult - What's on Wednesday,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2019-10-09,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,6,3,3,0.0
Barnet,Mill Hill,2019-10-09,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Osidge,2019-10-09,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,26,12,14,0.0
Barnet,Osidge,2019-10-09,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,South Friern,2019-10-09,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,9,9,0.0
Barnet,South Friern,2019-10-09,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,18,9,9,0.0
Barnet,Childs Hill,2019-10-10,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Childs Hill,2019-10-10,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Colindale,2019-10-10,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Colindale,2019-10-10,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,32,16,16,0.0
Barnet,Edgware,2019-10-10,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,19,19,0,0.0
Barnet,Edgware,2019-10-10,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Edgware,2019-10-10,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,28,13,15,3.5
Barnet,Edgware,2019-10-10,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,18,9,9,3.5
Barnet,Golders Green,2019-10-10,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,1,1,0,0.0
Barnet,Mill Hill,2019-10-10,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,North Finchley,2019-10-10,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,11,12,0.0
Barnet,Osidge,2019-10-10,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,8,4,4,3.5
Barnet,South Friern,2019-10-10,Other adult - Age UK Coffee and Computer Morning,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2019-10-11,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,Golders Green,2019-10-11,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,10,10,0.0
Barnet,Hendon,2019-10-11,Other Child 5+,Healthier and happier lives,Stronger more resilient communities,13,3,10,0.0
Barnet,Hendon,2019-10-11,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-10-12,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2019-10-12,Lego,Healthier and happier lives,,13,5,8,0.0
Barnet,Mill Hill,2019-10-12,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,North Finchley,2019-10-12,Lego,Healthier and happier lives,,6,2,4,0.0
Barnet,North Finchley,2019-10-12,Other adult - How to write for children and young adults with author Penny Joelson,Cultural and creative enrichment,Stronger more resilient communities,3,3,0,3.5
Barnet,Burnt Oak,2019-10-14,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,14,14,0,0.0
Barnet,Burnt Oak,2019-10-14,Boardgames,Healthier and happier lives,Stronger more resilient communities,4,0,4,0.0
Barnet,Burnt Oak,2019-10-14,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2019-10-14,Other adult - Improve IT Skills,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2019-10-14,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,29,15,14,5.5
Barnet,Colindale,2019-10-14,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,37,19,18,3.5
Barnet,East Finchley,2019-10-14,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,6,3,3,0.0
Barnet,East Finchley,2019-10-14,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,32,14,18,0.0
Barnet,Edgware,2019-10-14,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,18,10,8,0.0
Barnet,Edgware,2019-10-14,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,14,7,7,0.0
Barnet,Finchley Church End,2019-10-14,Reading Group Teen,Healthier and happier lives,Stronger more resilient communities,14,0,14,0.0
Barnet,Finchley Church End,2019-10-14,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Childs Hill,2019-10-15,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Childs Hill,2019-10-15,Other Child 5+ - Gardening for children,Healthier and happier lives,Stronger more resilient communities,21,5,16,0.0
Barnet,Chipping Barnet,2019-10-15,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Chipping Barnet,2019-10-15,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,13,6,7,0.0
Barnet,Colindale,2019-10-15,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-10-15,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2019-10-15,Other adult - Discover the Digital Library,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-10-15,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,53,25,28,0.0
Barnet,East Barnet,2019-10-15,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,0.0
Barnet,East Barnet,2019-10-15,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,10,5,5,0.0
Barnet,Finchley Church End,2019-10-15,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,19,9,10,3.5
Barnet,Golders Green,2019-10-15,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-10-15,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-10-15,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Osidge,2019-10-15,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Burnt Oak,2019-10-16,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,24,12,12,0.0
Barnet,Childs Hill,2019-10-16,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,13,6,7,0.0
Barnet,Childs Hill,2019-10-16,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,12,6,6,0.0
Barnet,Chipping Barnet,2019-10-16,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-10-16,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,38,19,19,3.5
Barnet,Colindale,2019-10-16,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2019-10-16,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-10-16,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,25,13,12,3.5
Barnet,Colindale,2019-10-16,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Finchley Church End,2019-10-16,Scrabble,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Finchley Church End,2019-10-16,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,16,16,0,0.0
Barnet,Hendon,2019-10-16,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2019-10-16,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,8,10,0.0
Barnet,Hendon,2019-10-16,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Mill Hill,2019-10-16,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,16,8,8,0.0
Barnet,Mill Hill,2019-10-16,Other adult - What's on Wednesday,Healthier and happier lives,Stronger more resilient communities,34,34,0,0.0
Barnet,Mill Hill,2019-10-16,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Osidge,2019-10-16,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,21,12,9,0.0
Barnet,Osidge,2019-10-16,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,South Friern,2019-10-16,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,10,5,5,0.0
Barnet,South Friern,2019-10-16,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,16,8,8,0.0
Barnet,Childs Hill,2019-10-17,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2019-10-17,Lego,Healthier and happier lives,,12,4,8,0.0
Barnet,Childs Hill,2019-10-17,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Colindale,2019-10-17,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,41,21,20,0.0
Barnet,Colindale,2019-10-17,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Colindale,2019-10-17,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,32,2,30,0.0
Barnet,Edgware,2019-10-17,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Edgware,2019-10-17,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Edgware,2019-10-17,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,42,21,21,3.5
Barnet,Edgware,2019-10-17,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,19,9,10,3.5
Barnet,Mill Hill,2019-10-17,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,North Finchley,2019-10-17,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,31,15,16,0.0
Barnet,Osidge,2019-10-17,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,8,4,4,3.5
Barnet,South Friern,2019-10-17,Other adult - Age UK Coffee and Computer Morning,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2019-10-18,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,16,8,8,0.0
Barnet,Golders Green,2019-10-18,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,29,15,14,0.0
Barnet,Hendon,2019-10-18,Boardgames,Healthier and happier lives,Stronger more resilient communities,10,1,9,0.0
Barnet,Hendon,2019-10-18,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-10-19,Lego,Healthier and happier lives,,13,4,9,0.0
Barnet,Colindale,2019-10-19,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2019-10-19,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2019-10-21,Other adult - Improve IT Skills,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,Chipping Barnet,2019-10-21,Other Early Years - Autumn bbp,Healthier and happier lives,Stronger more resilient communities,40,20,20,3.5
Barnet,Chipping Barnet,2019-10-21,Other Early Years - Code a pillars and robots,Cultural and creative enrichment,Stronger more resilient communities,38,19,19,5.5
Barnet,Chipping Barnet,2019-10-21,Other Child 5+ - Robots in the library,Healthier and happier lives,Stronger more resilient communities,30,15,15,5.5
Barnet,Finchley Church End,2019-10-21,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2019-10-22,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,3,3,0,0.0
Barnet,Chipping Barnet,2019-10-22,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Chipping Barnet,2019-10-22,Other Child 5+ - Charcoal Animation,Healthier and happier lives,Stronger more resilient communities,16,0,16,3.5
Barnet,Colindale,2019-10-22,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,East Barnet,2019-10-22,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,32,16,16,0.0
Barnet,East Barnet,2019-10-22,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,34,17,17,0.0
